,Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Region,src_FeIII_totFe
196,Arabia,Harrat_Rahat,Murcia_2017,HM-105-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / As-Sahab,,,0.0008,0.0,Historic,24.35325,39.81169,48.81521408,2.45093054,16.36326655,12.23431303,8.471473609,5.257805349,0.213566562,1.301739042,4.169632869,0.722058375,1.4,0.01,,23.0,,222.0,121.0,42.0,75.0,53.0,75.0,22.0,14.0,547.0,34.0,297.0,30.0,,0.1,249,30.0,70.0,8.8,40.0,8.4,2.9,8.5,1.2,7.0,1.4,3.5,0.5,3.2,0.5,6.8,2.1,,2.6,2.2,0.9,,,,,,88.0,0.18
197,Arabia,Harrat_Rahat,Murcia_2017,HM-106-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / As-Sahab,,,0.0008,0.0,Historic,24.35144,39.81525,47.84913354,2.51783894,16.30988787,12.2833843,8.899082569,6.055045872,0.203873598,1.131498471,4.108053007,0.642201835,1.22,0.26,,23.0,,207.0,132.0,44.0,88.0,66.0,70.0,21.0,11.0,547.0,30.0,263.0,26.0,,0.1,187,26.0,61.0,7.8,36.0,7.3,2.5,7.4,1.3,6.1,1.2,3.2,0.4,2.7,0.4,6.0,1.8,,2.5,1.9,0.7,,,,,,88.0,0.18
198,Arabia,Harrat_Rahat,Murcia_2017,HM-113-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / As-Sahab,,,0.0008,0.0,Historic,24.35475,39.81781,48.14626197,2.536158077,16.33733958,12.38541454,8.504787126,5.775106946,0.203707476,1.222244856,4.237115502,0.651863923,1.26,0.13,,24.0,,198.0,124.0,56.0,83.0,64.0,72.0,21.0,11.0,523.0,32.0,272.0,28.0,,0.1,194,27.0,63.0,8.2,36.0,7.8,2.5,7.8,1.1,6.1,1.2,3.3,0.4,2.8,0.4,6.1,1.9,,2.5,2.0,0.7,,,,,,88.0,0.18
199,Arabia,Harrat_Rahat,Murcia_2017,HM-119-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27653,39.84111,48.0958231,2.56961507,16.12407862,13.38042588,7.176494677,3.675266175,0.266175266,1.771089271,5.251842752,1.689189189,2.28,0.49,,18.0,,81.0,0.0,57.0,5.0,27.0,93.0,25.0,17.0,629.0,52.0,411.0,39.0,,0.1,288,47.0,114.0,15.0,67.0,14.0,5.0,14.0,1.9,11.0,2.0,5.4,0.7,4.4,0.6,8.8,2.6,,3.0,2.6,0.9,,,,,,88.0,0.18
200,Arabia,Harrat_Rahat,Murcia_2017,HM-120-1A,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27456,39.84058,48.61068389,2.573567108,16.29242284,13.13442018,7.587409002,3.732184969,0.266584641,1.527735056,4.562698657,1.712293653,2.36,0.42,,19.0,,75.0,0.0,32.0,3.0,17.0,86.0,26.0,15.0,617.0,52.0,409.0,39.0,,0.1,295,49.0,118.0,16.0,70.0,15.0,5.0,14.0,2.0,11.0,2.1,5.8,0.7,4.6,0.7,9.3,2.7,,2.2,2.7,0.9,,,,,,88.0,0.18
201,Arabia,Harrat_Rahat,Murcia_2017,HM-120-1B,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27456,39.84058,48.30084703,2.571690989,16.2159404,13.39932646,6.776201653,3.67384427,0.265333197,1.796101643,5.306663945,1.694050413,2.32,0.26,,19.0,,77.0,0.0,34.0,6.0,33.0,98.0,25.0,18.0,601.0,52.0,411.0,39.0,,0.1,291,47.0,116.0,15.0,67.0,14.0,4.0,14.0,1.9,11.0,2.0,5.6,0.7,4.5,0.6,8.9,2.6,,2.5,2.5,0.8,,,,,,88.0,0.18
202,Arabia,Harrat_Rahat,Murcia_2017,HM-122-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27503,39.83944,48.20607176,2.586118778,16.17090872,13.41101911,7.134825718,3.771849126,0.265767147,1.676377389,5.090463048,1.686599203,2.3,0.23,,18.0,,89.0,0.0,32.0,6.0,28.0,96.0,25.0,16.0,715.0,52.0,412.0,39.0,,0.2,277,46.0,115.0,15.0,67.0,14.0,5.0,13.0,1.9,11.0,2.0,5.3,0.7,4.4,0.6,8.6,2.7,,0.7,2.6,0.9,,,,,,88.0,0.18
203,Arabia,Harrat_Rahat,Murcia_2017,HM-123-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27472,39.83953,47.83549784,2.545866832,15.99670171,13.23438466,7.544836116,3.64873222,0.267985982,1.803751804,5.442176871,1.680065966,2.26,0.82,,18.0,,74.0,0.0,29.0,7.0,29.0,93.0,24.0,16.0,620.0,52.0,408.0,38.0,,0.1,292,46.0,113.0,15.0,67.0,14.0,5.0,13.0,1.9,10.0,2.0,5.3,0.7,4.2,0.6,8.8,2.5,,3.3,2.5,0.9,,,,,,88.0,0.18
204,Arabia,Harrat_Rahat,Murcia_2017,HM-124-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27528,39.83939,48.22840711,2.577796036,16.20622368,13.46410599,7.343124166,3.71777755,0.267022697,1.602136182,4.898839478,1.694567115,2.3,0.66,,18.0,,79.0,0.0,36.0,6.0,26.0,96.0,25.0,19.0,636.0,52.0,407.0,38.0,,0.1,291,47.0,115.0,15.0,66.0,14.0,4.0,14.0,1.8,11.0,2.0,5.3,0.7,4.4,0.6,8.6,2.6,,1.8,2.5,1.0,,,,,,88.0,0.18
205,Arabia,Harrat_Rahat,Murcia_2017,HM-125-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27608,39.83978,48.39756592,2.586206897,16.22718053,13.4989858,6.77484787,3.732251521,0.273833671,1.764705882,5.030425964,1.713995943,2.32,-0.39,,18.0,,86.0,0.0,32.0,3.0,29.0,96.0,26.0,20.0,601.0,53.0,415.0,38.0,,0.1,293,47.0,116.0,15.0,67.0,14.0,5.0,13.0,1.9,11.0,2.0,5.4,0.7,4.5,0.7,8.7,2.6,,3.2,2.6,0.9,,,,,,88.0,0.18
206,Arabia,Harrat_Rahat,Murcia_2017,HM-127-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27689,39.83444,48.10486739,2.560715375,16.14673306,13.37262473,7.377299055,3.749618941,0.264200793,1.768112997,4.958845646,1.696982014,2.26,-0.17,,18.0,,82.0,0.0,29.0,6.0,35.0,93.0,25.0,16.0,628.0,52.0,413.0,39.0,,0.1,301,46.0,113.0,15.0,66.0,14.0,5.0,12.0,1.8,10.0,1.9,5.3,0.7,4.3,0.6,8.5,2.5,,3.4,2.5,0.9,,,,,,88.0,0.18
207,Arabia,Harrat_Rahat,Murcia_2017,HM-128-1A,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27611,39.80689,48.19045693,2.547513142,16.083704,13.48564497,6.874241812,3.649413668,0.272947837,1.779215528,5.367974121,1.74888799,2.34,-0.62,,17.0,,79.0,0.0,29.0,4.0,29.0,97.0,26.0,17.0,600.0,54.0,420.0,39.0,,0.1,301,47.0,117.0,16.0,68.0,14.0,5.0,13.0,1.8,11.0,2.0,5.4,0.7,4.4,0.6,8.9,2.6,,3.2,2.6,0.9,,,,,,88.0,0.18
208,Arabia,Harrat_Rahat,Murcia_2017,HM-130-1A,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27778,39.80103,48.34752636,2.554744526,16.16991079,13.51378751,6.934306569,3.649635037,0.273722628,1.774128143,5.038523925,1.743714517,2.34,-0.37,,17.0,,78.0,0.0,30.0,3.0,29.0,96.0,25.0,15.0,634.0,52.0,420.0,40.0,,0.1,296,47.0,117.0,15.0,69.0,14.0,5.0,14.0,1.9,11.0,2.0,5.5,0.7,4.4,0.6,8.9,2.6,,3.6,2.6,0.9,,,,,,88.0,0.18
209,Arabia,Harrat_Rahat,Murcia_2017,HM-131-1A,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.286,39.79081,48.25245669,2.563063519,16.14831324,13.43328943,7.101610779,3.778745821,0.273528518,1.783000709,4.964036065,1.701955222,2.32,-0.41,,18.0,,82.0,0.0,30.0,6.0,32.0,94.0,25.0,18.0,648.0,53.0,413.0,39.0,,0.1,307,47.0,116.0,15.0,67.0,14.0,5.0,14.0,1.9,11.0,2.0,5.5,0.7,4.4,0.6,8.7,2.5,,3.5,2.6,0.9,,,,,,88.0,0.18
210,Arabia,Harrat_Rahat,Murcia_2017,HM-133-1A,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.26808,39.83358,48.22802754,2.582017011,16.16038882,13.45686513,7.057513163,3.756581612,0.273390037,1.792223572,5.002025111,1.690968003,2.26,-0.47,,18.0,,82.0,0.0,29.0,7.0,33.0,94.0,25.0,18.0,626.0,52.0,414.0,38.0,,0.1,293,46.0,113.0,15.0,65.0,14.0,5.0,13.0,1.8,11.0,1.9,5.3,0.7,4.2,0.6,8.3,2.6,,3.5,2.5,0.9,,,,,,88.0,0.18
211,Arabia,Harrat_Rahat,Murcia_2017,HM-134-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27661,39.84714,48.22695035,2.593718338,16.18034448,13.45491388,7.021276596,3.738601824,0.263424519,1.783181358,5.055724417,1.681864235,2.32,-0.47,,18.0,,81.0,0.0,33.0,3.0,30.0,95.0,26.0,14.0,615.0,53.0,414.0,39.0,,0.1,296,46.0,116.0,15.0,66.0,14.0,5.0,13.0,1.8,11.0,2.0,5.3,0.7,4.4,0.7,8.5,2.6,,3.6,2.6,0.9,,,,,,88.0,0.18
212,Arabia,Harrat_Rahat,Murcia_2017,HM-136-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.28486,39.82728,48.23648307,2.577059121,16.22031329,13.47145023,6.902475998,3.749368368,0.272865083,1.788782213,5.083375442,1.697827185,2.3,-0.65,,18.0,,83.0,0.0,37.0,3.0,32.0,93.0,25.0,17.0,631.0,53.0,413.0,38.0,,0.1,294,46.0,115.0,15.0,67.0,14.0,5.0,13.0,1.8,11.0,1.9,5.3,0.7,4.2,0.6,8.5,2.5,,3.6,2.6,0.9,,,,,,88.0,0.18
213,Arabia,Harrat_Rahat,Murcia_2017,HM-137-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.28914,39.82247,48.12303956,2.580188202,16.10846909,13.42709704,7.265000506,3.814631185,0.273196398,1.720125468,4.998482242,1.689770313,2.28,-0.56,,17.0,,81.0,0.0,30.0,6.0,33.0,96.0,26.0,19.0,635.0,51.0,409.0,38.0,,0.1,296,45.0,114.0,15.0,66.0,14.0,5.0,13.0,1.9,11.0,1.9,5.2,0.7,4.2,0.6,8.7,2.5,,3.5,2.5,0.8,,,,,,88.0,0.18
214,Arabia,Harrat_Rahat,Murcia_2017,HM-138-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.29292,39.8235,48.07359967,2.561756633,16.09230456,13.33739961,7.573447189,3.751143641,0.264308224,1.738334858,4.930364949,1.677340653,2.28,-0.09,,18.0,,84.0,0.0,31.0,4.0,31.0,94.0,25.0,18.0,618.0,51.0,408.0,38.0,,0.1,292,46.0,114.0,15.0,67.0,14.0,5.0,13.0,1.9,10.0,2.0,5.3,0.7,4.4,0.6,8.7,2.6,,3.0,2.6,0.9,,,,,,88.0,0.18
215,Arabia,Harrat_Rahat,Murcia_2017,HM-139-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.29653,39.82519,48.05168379,2.563841693,16.08505443,13.35842914,7.599959304,3.754196765,0.264523349,1.709227795,4.924203887,1.688879845,2.22,0.0,,18.0,,86.0,1.0,29.0,8.0,30.0,89.0,25.0,17.0,624.0,53.0,408.0,38.0,,0.1,294,46.0,111.0,15.0,67.0,14.0,5.0,13.0,1.8,11.0,2.0,5.4,0.6,4.4,0.7,9.1,2.7,,3.4,2.6,0.9,,,,,,88.0,0.18
216,Arabia,Harrat_Rahat,Murcia_2017,HM-215-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.29869,39.81644,47.80742104,2.545231524,15.93580701,13.34968823,8.034345293,3.679852806,0.265767147,1.76837371,4.937135848,1.676377389,2.28,0.47,,18.0,,87.0,0.0,30.0,5.0,30.0,96.0,24.0,16.0,603.0,52.0,407.0,37.0,,0.1,285,47.0,114.0,15.0,69.0,15.0,5.0,14.0,1.9,11.0,2.1,5.6,0.7,4.6,0.7,9.2,2.7,,3.6,2.6,0.9,,,,,,88.0,0.18
217,Arabia,Harrat_Rahat,Murcia_2017,HM-280-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27044,39.83839,48.58533617,2.555521752,16.24581685,12.88915931,7.118953453,3.792718791,0.263664943,1.744245006,5.121184464,1.68339925,2.06,-0.32,,18.0,,95.0,20.0,28.0,9.6,27.0,104.0,21.0,14.0,597.0,55.0,395.0,37.0,,0.1,295,43.0,103.0,14.0,61.0,13.0,4.2,12.0,1.6,9.6,1.8,4.8,0.6,4.2,0.6,7.6,2.3,,2.9,2.4,0.8,,,,,,88.0,0.18
218,Arabia,Harrat_Rahat,Murcia_2017,HM-282-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27683,39.83628,48.71295252,2.574094965,16.22397703,12.95251769,7.09670803,3.794482617,0.266639319,1.712644857,5.055891703,1.610091273,2.06,0.46,,18.0,,88.0,6.0,29.0,3.1,23.0,103.0,22.0,14.0,652.0,54.0,392.0,36.0,,0.1,303,43.0,103.0,13.0,62.0,13.0,4.3,12.0,1.6,9.8,1.8,4.8,0.7,4.2,0.6,7.5,2.4,,3.0,2.4,0.8,,,,,,88.0,0.18
219,Arabia,Harrat_Rahat,Murcia_2017,HM-283-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27894,39.83789,48.50731113,2.558895207,16.18602762,12.86555646,7.077579204,3.777416734,0.264012998,1.736393176,5.310722989,1.716084484,2.0,-0.26,,18.0,,92.0,8.5,32.0,4.0,21.0,103.0,21.0,15.0,622.0,54.0,395.0,36.0,,0.1,319,42.0,100.0,13.0,59.0,13.0,4.0,12.0,1.5,9.5,1.8,4.8,0.6,4.1,0.5,7.7,2.4,,2.7,2.3,0.7,,,,,,88.0,0.18
220,Arabia,Harrat_Rahat,Murcia_2017,HM-284-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27622,39.83981,48.77699314,2.558591751,16.18053423,12.97717736,7.010541398,3.766247058,0.255859175,1.750076758,5.035308566,1.688670556,1.98,0.51,,17.0,,118.0,11.3,34.0,3.6,23.0,104.0,21.0,17.0,670.0,52.0,393.0,36.0,,0.2,313,42.0,99.0,13.0,59.0,12.0,4.1,11.0,1.6,9.3,1.7,4.6,0.6,3.9,0.5,7.2,2.3,,0.9,2.2,0.8,,,,,,88.0,0.18
221,Arabia,Harrat_Rahat,Murcia_2017,HM-285-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27639,39.84003,49.34667211,2.603103308,16.50673744,12.90322581,6.308697428,3.787260106,0.275622703,1.653736219,4.869334422,1.745610453,2.04,0.29,,18.0,,89.0,5.7,28.0,2.1,14.0,44.0,21.0,11.0,606.0,54.0,405.0,38.0,,0.1,333,43.0,102.0,13.0,61.0,13.0,4.0,11.0,1.6,9.5,1.8,4.5,0.6,4.0,0.6,7.3,2.3,,1.9,2.2,0.8,,,,,,88.0,0.18
222,Arabia,Harrat_Rahat,Murcia_2017,HM-286-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27625,39.83953,48.84900112,2.575803671,16.28638069,12.97028699,6.926275226,3.762295913,0.273805902,1.774667884,4.887942399,1.693540209,1.96,-0.35,,17.0,,90.0,6.1,37.0,2.4,23.0,98.0,21.0,16.0,599.0,57.0,394.0,37.0,,0.1,303,41.0,98.0,13.0,60.0,13.0,4.0,12.0,1.6,9.2,1.7,4.7,0.6,3.7,0.5,7.3,2.3,,2.8,2.3,0.7,,,,,,88.0,0.18
223,Arabia,Harrat_Rahat,Murcia_2017,HM-287-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Zargat-Abu-Zaid,,,0.0008,0.0,Historic,24.27647,39.83942,48.81554971,2.591617736,16.21785787,13.01882972,6.722008504,3.755821016,0.273334683,1.781737194,5.102247419,1.720996153,2.02,-0.46,,18.0,,91.0,5.5,31.0,3.4,24.0,105.0,21.0,16.0,576.0,55.0,398.0,37.0,,0.1,289,43.0,101.0,13.0,60.0,14.0,4.0,11.0,1.6,9.2,1.7,4.8,0.6,3.7,0.6,7.5,2.4,,2.9,2.3,0.7,,,,,,88.0,0.18
224,Arabia,Harrat_Rahat,Murcia_2017,HM-64-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23714,39.79811,45.86013272,3.532414497,16.59009699,13.46605411,9.239407861,5.002552323,0.204185809,1.061766207,4.063297601,0.980091884,1.38,0.22,,23.0,,226.0,9.0,46.0,23.0,57.0,101.0,23.0,14.0,658.0,36.0,273.0,31.0,,0.1,136,28.0,69.0,9.2,41.0,9.0,3.1,8.8,1.3,7.2,1.3,3.5,0.4,2.9,0.4,5.9,1.7,,,1.6,0.7,,,,,,88.0,0.18
225,Arabia,Harrat_Rahat,Murcia_2017,HM-65-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23739,39.79875,46.11145132,3.521126761,16.85037763,13.35986936,8.450704225,5.082669933,0.204123291,1.020616452,4.429475403,0.96958563,1.36,0.31,,22.0,,222.0,11.0,51.0,23.0,58.0,96.0,23.0,15.0,681.0,36.0,270.0,26.0,,0.1,124,27.0,68.0,9.1,41.0,8.8,3.1,8.7,1.2,7.2,1.3,3.4,0.5,2.8,0.4,5.8,1.7,,,1.6,0.6,,,,,,88.0,0.18
226,Arabia,Harrat_Rahat,Murcia_2017,HM-66-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23643,39.79908,45.64622402,3.618854536,16.47237709,13.81652306,8.727825646,5.139381652,0.212873796,1.054232134,4.328433857,0.983274202,1.4,-0.35,,23.0,,231.0,7.0,48.0,24.0,57.0,92.0,23.0,9.0,641.0,37.0,275.0,26.0,,0.1,136,29.0,70.0,9.5,43.0,9.3,3.2,9.1,1.3,7.2,1.4,3.6,0.5,3.0,0.4,6.1,1.7,,,1.6,0.6,,,,,,88.0,0.18
227,Arabia,Harrat_Rahat,Murcia_2017,HM-67-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23639,39.79861,45.68517575,3.535404992,16.65817626,13.55068772,9.026999491,5.104431992,0.20376974,1.008660214,4.248599083,0.978094753,1.38,0.12,,23.0,,228.0,13.0,48.0,23.0,65.0,91.0,23.0,9.0,659.0,37.0,273.0,26.0,,0.1,143,28.0,69.0,9.4,42.0,9.1,3.1,8.9,1.3,7.3,1.3,3.6,0.5,2.9,0.4,5.9,1.7,,,1.6,0.6,,,,,,88.0,0.18
228,Arabia,Harrat_Rahat,Murcia_2017,HM-68-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.236,39.79892,45.91360779,3.619955384,16.5585074,13.87142567,8.243763942,5.232204421,0.212938552,1.084972622,4.268910971,0.993713243,1.42,-0.33,,24.0,,229.0,7.0,50.0,29.0,65.0,91.0,23.0,9.0,642.0,39.0,280.0,29.0,,0.1,139,29.0,71.0,9.5,43.0,9.3,3.1,9.1,1.3,7.5,1.4,3.6,0.5,3.0,0.4,6.0,1.8,,,1.6,0.6,,,,,,88.0,0.18
229,Arabia,Harrat_Rahat,Murcia_2017,HM-70-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23507,39.79584,45.82863007,3.458183684,16.79835813,13.21703438,9.409953823,4.946126219,0.205233453,1.046690611,4.145715752,0.944073884,1.34,0.82,,22.0,,215.0,8.0,47.0,24.0,54.0,83.0,22.0,9.0,652.0,37.0,265.0,26.0,,0.1,140,27.0,67.0,9.0,41.0,8.6,3.0,8.5,1.2,7.0,1.3,3.4,0.4,2.8,0.4,5.9,1.7,,,1.6,0.6,,,,,,88.0,0.18
230,Arabia,Harrat_Rahat,Murcia_2017,HM-71-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23492,39.79557,45.74142157,3.584558824,16.42156863,13.70506536,8.741830065,5.147058824,0.214460784,1.051879085,4.401552288,0.990604575,1.4,0.37,,23.0,,223.0,10.0,52.0,27.0,59.0,88.0,23.0,12.0,643.0,36.0,273.0,26.0,,0.1,130,28.0,70.0,9.5,43.0,9.0,3.2,8.9,1.3,7.2,1.3,3.6,0.5,2.9,0.4,6.2,1.7,,,1.6,0.7,,,,,,88.0,0.18
231,Arabia,Harrat_Rahat,Murcia_2017,HM-72-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23538,39.7959,45.71078431,3.615196078,16.33986928,13.75612745,8.690767974,5.22875817,0.214460784,1.051879085,4.401552288,0.990604575,1.38,0.19,,23.0,,225.0,14.0,56.0,36.0,63.0,88.0,22.0,12.0,678.0,37.0,278.0,26.0,,0.1,140,29.0,69.0,9.4,42.0,9.1,3.1,9.0,1.3,7.3,1.3,3.6,0.4,3.0,0.4,6.0,1.7,,,1.6,0.6,,,,,,88.0,0.18
232,Arabia,Harrat_Rahat,Murcia_2017,HM-73-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.2355,39.79586,45.95061477,3.536225993,16.68529621,13.55553297,8.738949294,5.141753887,0.213392948,1.077126308,4.125596992,0.975510619,1.4,-0.16,,23.0,,223.0,11.0,53.0,24.0,71.0,92.0,23.0,14.0,651.0,38.0,272.0,26.0,,0.1,136,29.0,70.0,9.5,42.0,9.1,3.1,9.0,1.3,7.2,1.3,3.6,0.5,2.9,0.4,6.0,1.7,,,1.7,0.8,,,,,,88.0,0.18
233,Arabia,Harrat_Rahat,Murcia_2017,HM-74-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.07023,39.79705,45.86672076,3.671771985,16.34039963,14.00750583,8.256415458,5.264225581,0.213003347,1.085302769,4.290495994,1.004158637,1.42,-0.38,,24.0,,232.0,8.0,52.0,25.0,54.0,78.0,23.0,9.0,651.0,38.0,284.0,27.0,,0.1,134,29.0,71.0,9.7,44.0,9.8,3.3,9.1,1.3,7.7,1.4,3.7,0.5,3.0,0.4,6.2,1.8,,,1.7,0.6,,,,,,88.0,0.18
234,Arabia,Harrat_Rahat,Murcia_2017,HM-75-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23728,39.79736,45.93908629,3.573604061,16.73096447,13.63451777,8.375634518,5.106598985,0.21319797,1.035532995,4.416243655,0.974619289,1.38,-0.24,,23.0,,238.0,6.0,48.0,23.0,52.0,78.0,23.0,16.0,673.0,37.0,275.0,27.0,,0.1,130,28.0,69.0,9.4,43.0,9.4,3.1,8.7,1.2,7.4,1.4,3.8,0.5,2.9,0.4,6.1,1.8,,,1.7,0.5,,,,,,88.0,0.18
235,Arabia,Harrat_Rahat,Murcia_2017,HM-78-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.23897,39.78467,45.7464047,3.645938829,16.34595908,14.03686449,8.456552562,5.266356087,0.212679765,1.053271217,4.243467693,0.99250557,1.46,-0.51,,25.0,,234.0,7.0,50.0,26.0,57.0,79.0,24.0,6.0,631.0,37.0,280.0,26.0,,0.1,136,30.0,73.0,9.9,45.0,10.0,3.3,9.7,1.3,7.7,1.4,3.8,0.5,3.2,0.4,6.3,1.9,,,1.7,0.6,,,,,,88.0,0.18
236,Arabia,Harrat_Rahat,Murcia_2017,HM-79-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.24108,39.781,46.00344443,3.566001418,16.3914497,13.90943167,8.388207882,5.136257725,0.212744403,1.094114072,4.24475737,1.053591328,1.5,-0.57,,24.0,,223.0,6.0,47.0,22.0,53.0,80.0,23.0,10.0,645.0,38.0,290.0,28.0,,0.1,147,30.0,75.0,10.2,46.0,10.4,3.4,9.8,1.4,8.0,1.5,3.9,0.5,3.3,0.5,6.6,1.8,,,1.8,0.6,,,,,,88.0,0.18
237,Arabia,Harrat_Rahat,Murcia_2017,HM-80-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat /Mosawda'ah,,,0.0008,0.0,Historic,24.24531,39.77833,45.74295561,3.659031016,16.45043584,14.0989256,8.36205149,5.301033854,0.21285222,1.033853639,4.145550375,0.993310359,1.42,-0.49,,24.0,,237.0,5.0,49.0,26.0,52.0,79.0,23.0,9.0,651.0,37.0,278.0,27.0,,0.1,136,29.0,71.0,9.6,44.0,9.7,3.2,9.0,1.3,7.5,1.4,3.8,0.5,3.1,0.5,6.3,1.8,,,1.8,0.6,,,,,,88.0,0.18
