Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
1,CHIL23,STURM/1999,KNO0138-11-062-002,,,,,ICP-MS,,,GL,-44.195,-82.235,,,,,,,,,,,,,,,,,,,,,,,0.44,85,,,,,,,,,,6.93,2.59,,,,,,,,,,,,,0.27,0.084,0.02,0.702452,0.513218,18.029,15.487,37.639
1,CHIL24,STURM/1999,KNO0138-11-058-004,,,,,ICP-MS,,,GL,-44.952,-81.937,,,,,,,,,,,,,,,,,,,,,,,1.17,85,,,,,,,,,,7.5,2.8,,,,,,,,,,,,,0.29,0.192,0.044,0.702519,0.513153,18.213,15.56,38.133
1,CHIL24,STURM/1999,KNO0138-11-059-007,,,,,ICP-MS,,,GL,-44.767,-82.008,,,,,,,,,,,,,,,,,,,,,,,4.12,184,,,,,,,,,,7.42,2.52,,,,,,,,,,,,,0.3,0.555,0.132,0.703187,0.513007,18.401,15.649,38.446
1,CHIL25,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-053-002,,,,,DCP+ADs-ICP-MS,,,GL,-44.539,-78.315,50.87,1.17,15.42,8.7,11.96,8.78,0.16,0.09,2.39,0.13,,,,35.9,,255,351,,133,71,,,1.35,103,29.5,91,1.75,,,,2.66,8.29,1.49,8,2.74,0.94,3.81,0.74,4.61,1.02,2.84,,2.83,0.44,2.04,0.12,,0.35,0.175,0.049,0.702487,0.513146,18.307,15.541,38.032
1,CHIL25,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-042-004,,,,,DCP+ADs-ICP-MS,,,GL,-45.646,-77.889,50.82,1.22,15.48,8.24,11.65,8.18,0.15,0.45,2.78,0.17,,,,35.6,,253,305,,95,84,,,12.34,255,23.9,100,,,,,7.88,18.88,2.71,12.56,3.35,1.17,3.81,0.68,3.95,0.83,2.23,,2.14,0.33,2.21,0.35,,1.31,1.441,0.379,0.704072,0.512709,19.489,15.688,39.556
1,CHIL25,STURM/1999,KNO0138-11-051-001,,,,,ICP-MS,,,GL,-44.791,-78.276,,,,,,,,,,,,,,,,,,,,,,,3.43,107,,,,,,,,,,9.02,3.01,,,,,,,,,,,,,0.52,0.415,0.108,0.703048,0.513043,18.787,15.58,38.632
1,CHIL25,STURM/1999,KNO0138-11-047-001,,,,,ICP-MS,,,GL,-45.242,-78.108,,,,,,,,,,,,,,,,,,,,,,,9.02,214,,,,,,,,,,10.29,2.99,,,,,,,,,,,,,0.88,1.006,0.263,0.703692,,19.282,15.662,39.286
1,CHIL25,STURM/1999,KNO0138-11-043-001,,,,,ICP-MS,,,GL,-45.506,-77.963,,,,,,,,,,,,,,,,,,,,,,,10.76,275,,,,,,,,,,11.46,3.16,,,,,,,,,,,,,1.09,1.282,0.33,0.70375,0.51272,19.38,15.675,39.431
1,CHIL25,STURM/1999,KNO0138-11-041-001,,,,,ICP-MS,,,GL,-45.639,-77.846,,,,,,,,,,,,,,,,,,,,,,,13.65,292,,,,,,,,,,14.32,3.86,,,,,,,,,,,,,1.27,1.223,0.341,0.704164,0.512669,19.103,15.642,39.099
1,CHIL26,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-034-001,,,,,DCP+ADs-ICP-MS,,,GL,-45.781,-76.78,50.8,1.41,14.81,9.4,11.46,8.72,0.17,0.05,2.79,0.12,,,,36.9,,282,317,,136,66,,,1.11,88,32.5,89,1.2,,0.014,,1.89,7.18,1.45,8.57,3.15,1.12,4.44,0.85,5.3,1.16,3.18,,3.12,0.49,2.28,0.08,,0.32,0.117,,0.702674,0.513162,17.93,15.49,37.689
1,CHIL26,STURM/1999,KNO0138-11-035-002,,,,,ICP-MS,,,GL,-45.834,-76.763,,,,,,,,,,,,,,,,,,,,,,,0.32,231,,,,,,,,,,8.36,2.64,,,,,,,,,,,,,0.44,0.078,0.023,0.702481,0.513205,17.843,15.49,37.501
1,CHIL26,STURM/1999,KNO0138-11-033-003,,,,,ICP-MS,,,GL,-45.709,-76.869,,,,,,,,,,,,,,,,,,,,,,,2.62,66,,,,,,,,,,6.9,2.54,,,,,,,,,,,,,0.31,0.236,,0.703002,,18.044,15.531,38.078
1,CHIL27,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-014-009,,,,,DCP+ADs-ICP-MS,,,GL,-45.953,-75.934,50.78,1.27,14.75,8.85,12.42,8.57,0.17,0.07,2.69,0.12,,,,38.5,,267,377,,95,78,,,1.02,123,29,87,1.76,,0.015,,2.52,7.91,1.46,8.02,2.81,1.04,3.85,0.74,4.59,1,2.71,,2.71,0.42,1.99,0.12,,0.33,0.132,0.033,0.702668,0.513149,18.165,15.519,37.912
1,CHIL27,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-020-001,,,,,DCP+ADs-ICP-MS,,,GL,-46.041,-75.897,51.23,1.36,15.12,8.79,11.67,8.04,0.16,0.17,2.87,0.14,,,,37.4,,265,320,,98,66,,,,133,29.3,99,,,,,3.55,10.45,1.75,9.33,3.06,1.1,4.27,0.81,4.95,1.08,2.97,,2.9,0.45,2.38,0.17,,0.77,0.497,0.131,0.702719,0.513113,18.398,15.553,38.179
1,CHIL27,STURM/1999,KNO0138-11-010-005,,,,,ICP-MS,,,GL,-45.91,-75.951,,,,,,,,,,,,,,,,,,,,,,,2.89,117,,,,,,,,,,13.01,4.48,,,,,,,,,,,,,0.62,0.341,0.091,0.702668,0.513119,18.268,15.527,37.968
1,CHIL27,STURM/1999,KNO0138-11-015-003,,,,,ICP-MS,,,GL,-45.966,-75.942,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702671,,18.27,15.5,37.87
1,CHIL27,STURM/1999,KNO0138-11-012-008,,,,,ICP-MS,,,GL,-45.92,-75.915,,,,,,,,,,,,,,,,,,,,,,,71.65,150,,,,,,,,,,18.2,4.24,,,,,,,,,,,,,9.36,8.134,2.185,0.703914,,18.288,15.588,38.179
1,CHIL3,BACH/1996,SON0040-056-G,,,,,XRF+ADs-ICP-MS+ADs-MS-ID,,,GL,-36.839,-97.061,49.52,1.25,16.47,8.68,11.78,9.1,0.16,0.04,2.62,0.12,,,,,,,373,46,153,63,72,,0.29,130,25.6,81,0.73,,,,2.43,8.53,1.4,7.8,2.7,0.94,3.5,0.64,4.3,0.95,2.7,,2.6,0.37,2.2,0.05,,0.42,0.053,0.027,0.702487,0.51315,18.425,15.535,37.948
1,CHIL3,BACH/1996,SON0040-058G-G,,,,,XRF+ADs-ICP-MS,,,GL,-36.839,-97.053,50.37,1.87,14.49,11.13,11.09,7.28,0.2,0.07,3.01,0.18,,,,,,,170,43,79,54,91,,0.5,119,40,131,1.45,,,,4,13,2.2,12.2,4.1,1.45,5.4,1,6.6,1.48,4.2,,4,0.57,3.3,0.09,,0.53,0.1,0.047,,,,,
1,CHIL3,BACH/1996,SON0040-048-G,,,,,XRF+ADs-ICP-MS,,,GL,-36.886,-97.056,50.42,1.69,14.98,10.23,11.38,7.82,0.19,0.07,2.75,0.18,,,,,,,190,55,91,65,97,,0.58,120,37.1,123,1.68,,,,3.72,12.7,2.1,12,4,1.4,5.2,0.96,6.2,1.4,4,,3.9,0.54,3.1,0.11,,0.45,0.12,0.05,,,,,
1,CHIL3,BACH/1996,SON0040-R049-G,,,,,XRF+ADs-ICP-MS,,,GL,-36.887,-97.06,49.75,1.08,16.08,8.74,12.29,9.14,0.16,0.03,2.41,0.08,,,,,,,353,37,133,66,72,,0.26,74,24.4,54,0.54,,,,1.3,4.9,1.04,6.2,2.4,0.97,3.4,0.65,4.3,0.95,2.7,,2.5,0.35,1.65,0.03,,0.26,0.039,0.021,,,,,
1,CHIL7,BACH/1996,SON0040-031-002G,,,,,XRF+ADs-ICP-MS,,,GL,-38.098,-93.917,50.27,1.3,15.19,9.5,11.79,9.01,0.17,0.05,2.33,0.12,,,,,,,354,44,148,58,82,,0.61,85,28.3,73,1,,,,2.12,7.8,1.36,8.2,2.93,1.1,4,0.75,4.9,1.1,3.1,,3.1,0.44,2.15,0.06,,0.36,0.063,0.03,,,,,
1,CHIL9,BACH/1996,SON0040-R008-GL,,,,,XRF+ADs-ICP-MS+ADs-MS-ID,,,GL,-38.712,-92.569,50.3,1.17,15.8,8.76,12.1,8.79,0.16,0.06,2.47,0.1,,,,,,,359,44,110,65,71,,0.47,97,25.5,65,1.3,,,,2.02,6.8,1.14,7.02,2.6,1.03,3.6,0.68,4.5,1,2.8,,2.7,0.4,1.85,0.08,,0.34,0.08,0.035,0.702438,0.513179,18.428,15.527,37.85
1,CHIL9,BACH/1996,SON0040-020-G,,,,,XRF+ADs-ICP-MS,,,GL,-38.555,-92.61,50.12,1.82,15.11,10.22,11.2,8.01,0.18,0.06,2.82,0.16,,,,,,,273,46,111,56,91,,,104,37,114,1.04,,,,3.04,11.2,1.97,11.8,3.96,1.42,5.2,0.95,6.3,1.4,3.9,,3.8,0.55,3.25,0.06,,0.48,0.071,0.033,,,,,
1,CIRR1,HUMLER/1988,DUF0023-003-002,,,,,ICPAES,,,WR,-25.385,70.064,50.5,1.06,16.1,7.92,11.9,7.36,0.15,0.05,2.6,,,,,33.9,,221,235,44.8,78,54,118,,,99,26.9,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CIRR1,HUMLER/1988,DUF0023-003-003,,,,,ICPAES,,,WR,-25.385,70.064,50.3,0.98,17,7.65,12.1,6.81,0.14,0.06,2.56,,,,,30.5,,219,238,50.5,74,51,65.7,,,94,26.1,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CIRR1,HUMLER/1988,DUF0023-003-004,,,,,ICPAES,,,WR,-25.385,70.064,51.74,1.24,14.95,8.88,11.56,7.62,0.18,0.16,3.04,,,,,40.4,,258,317,46.4,88,57,122,,,129,29.7,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CIRR1,NISHIO/2007,HAK9303-001-A1,,,,,MC-ICP-MS+ADs-ICP-MS,,,GL,-25.381,69.981,51.19,1.4,15.94,8.28,11.28,7.95,0.14,0.18,2.97,,,,5.6,,,,,,,,,,1.63,140,24.8,,,,,,3.69,10.7,1.79,8.85,2.85,1.16,3.79,0.73,4.7,0.97,2.86,,2.76,0.41,,,,,,,0.70307,0.51304,,,
1,CIRR1,NISHIO/2007,HAK9303-003-A1,,,,,MC-ICP-MS+ADs-ICP-MS,,,GL,-25.235,69.912,,,,,,,,,,,,,6.8,,,,,,,,,,0.45,112,25.7,,,,,,2.54,8.43,1.5,8.3,3.08,1.16,4.09,0.75,5.04,1.09,3.2,,2.89,0.39,,,,,,,0.70309,0.513043,,,
1,CIRR1,ArevaloandMcDonough(2008),DUF0023-003-001,,,,,ICP-MS,,,,-25.385,70.064,,,,,,,,,,,,,,29.1,0.95,,353,,,,,,,65,21,35.7,0.23,,,,0.88,3.53,0.72,4.62,1.84,0.77,2.72,0.51,3.36,0.74,2.27,,2.18,0.31,1.2,0.02,,0.25,0.025,0.005,,,,,
1,CIRR1,Galeetal./thisstudy,HAK9303-R005-PET2,,,,,ICP-MS,,,GL,-25.29,69.917,49.7,0.98,17.01,8.04,12.03,8.91,,0.11,2.6,0.11,,,5.7,33.7,,223,372,40.1,137,67,61.7,15.6,1.3,128,25.9,73.4,1.87,,0.015,0.54,2.66,8.23,1.38,7.6,2.49,0.98,3.39,0.65,4.28,0.93,2.74,,2.58,0.39,1.85,0.13,,0.48,0.134,0.035,,,,,
1,CIRR1,Galeetal./thisstudy,HAK9303-001-B2,,,,,ICP-MS,,,GL,-25.381,69.981,50.88,1.33,15.88,8.57,11.37,7.97,0.15,0.17,3.02,,,,5.9,37.2,,250,323,36.9,113,66,67,16.3,1.5,153,31.4,102.6,3.39,0.76,0.02,0.75,4.03,11.54,1.89,10.09,3.24,1.18,4.18,0.76,5.08,1.08,3.22,,2.98,0.44,2.44,0.21,,0.63,0.226,0.074,,,,,
1,CIRR11,MURTON/2005,DAR0127-R018,,,,,LA-ICP-MS,,,GL,-20.6,68.2,50,1.49,14.39,11.01,11.91,7.54,0.18,0.08,2.98,0.11,,,,,,,,,,,,,0.5,107,25.3,77.7,1.2,,,,2.7,8.1,1.4,8.6,3.1,1.2,3.6,0.68,4.6,0.97,2.6,,2.5,0.4,1.95,0.07,,0.42,,,,,,,
1,CIRR12,MURTON/2005,DAR0127-R015,,,,,LA-ICP-MS,,,GL,-20.38,67.71,49.83,1.29,14.79,10.52,12.11,8.14,0.17,0.07,2.68,0.1,,,,,,,,,,,,,0.2,76,19.7,51.1,0.9,,,,2.1,6.7,1.1,6.6,2.2,1,3.2,0.61,3.7,0.8,2,,1.9,0.29,1.61,,,,,,,,,,
1,CIRR12,MURTON/2005,DAR0127-R017,,,,,LA-ICP-MS,,,GL,-20.26,67.65,49.94,1.29,15.09,10.23,12.01,8.34,0.16,0.06,2.48,0.11,,,,,,,,,,,,,0.5,89,23.8,67.7,1,,,,2.2,6.2,1.2,7.3,2.6,1,3.2,0.63,4.2,0.87,2.5,,2.2,0.36,1.74,0.06,,0.37,,,,,,,
1,CIRR12,MURTON/2005,DAR0127-R014,,,,,LA-ICP-MS,,,GL,-20.28,67.66,49.57,0.89,15.76,9.32,12.29,9.22,0.16,0.05,2.38,0.08,,,,,,,,,,,,,0.4,76,16.1,41.5,0.6,,,,1.5,4.5,0.8,4.9,1.9,0.8,2.7,0.41,2.9,0.61,1.8,,1.8,0.27,1.05,,,0.23,,,,,,,
1,CIRR12,JennerandO'Neill/2012,VEM0029-001-006,,,,,LA-ICP-MS,,,GL,-20.15,67.62,51.21,1.68,14.86,10.48,10.82,7.29,,0.1,2.9,0.12,,,7.1,41.6,1.66,327,208,42.9,83,72,103.1,18.2,0.78,120,32.9,98.1,1.95,1.16,,0.5,3.45,11.14,1.9,10.29,3.81,1.41,5,0.88,6,1.3,3.8,,3.55,0.54,2.77,0.13,0.012,0.58,0.143,0.036,,,,,
1,CIRR12,JennerandO'Neill/2012,VEM0029-001-001,,,,,LA-ICP-MS,,,GL,-20.15,67.62,51.18,1.75,14.7,10.57,10.98,7.16,,0.1,2.88,0.12,,,6.8,41.4,1.66,332,206,43.6,85,77,105.3,18.5,0.8,118,33.5,100.5,1.97,1.19,,0.52,3.48,11.46,1.95,10.72,3.8,1.42,5.09,0.87,5.98,1.28,3.81,,3.6,0.54,2.77,0.12,0.013,0.58,0.161,0.031,,,,,
1,CIRR12,JennerandO'Neill/2012,VEM0029-001-005,,,,,LA-ICP-MS,,,GL,-20.15,67.62,51.44,1.66,14.58,10.65,10.94,7.19,,0.1,2.77,0.12,,,7.3,42,1.69,330,206,43.3,84,74,104.8,18.4,0.73,122,33.3,100.6,2,1.18,,0.54,3.52,11.45,1.94,10.59,3.89,1.51,5.16,0.92,6.27,1.34,3.94,,3.7,0.53,2.82,0.13,0.007,0.55,0.143,0.054,,,,,
1,CIRR12,JennerandO'Neill/2012,VEM0029-001-002,,,,,LA-ICP-MS,,,GL,-20.15,67.62,49.08,0.79,17.27,8.79,12.15,8.98,,0.06,2.37,0.06,,,4.1,34.7,0.77,226,328,46.9,156,110,74.3,15.7,0.23,76,18.5,35.7,0.47,0.54,0.003,0.19,1.08,3.84,0.68,4.1,1.63,0.71,2.32,0.45,3.22,0.72,2.16,,2.17,0.32,1.13,0.03,0.004,0.19,0.03,0.016,,,,,
1,CIRR12,Galeetal./thisstudy,VEM0029-001-004,,,,,ICP-MS,,,GL,-20.15,67.62,50.84,1.79,14.41,10.77,11.25,7.32,,0.1,2.82,0.16,,,7.3,,,319,213,41.5,80,70,86.7,17.9,0.82,121,38.3,114.3,2.11,,0.011,0.75,3.61,11.81,2.05,11.34,3.84,1.37,5.14,0.96,6.34,1.38,4.13,,3.79,0.56,3.03,0.15,,,0.152,0.048,,,,,
1,CIRR13,MURTON/2005,DAR0127-R023,,,,,LA-ICP-MS,,,GL,-20.27,66.91,50.6,1.19,14.65,10,12.28,8.22,0.18,0.05,2.48,0.09,,,,,,,,,,,,,0.3,68,21.8,51.1,0.7,,,,1.5,4.9,0.9,5.9,2.3,0.9,3.1,0.55,3.9,0.82,2.4,,2.2,0.33,1.49,,,0.33,,,,,,,
1,CIRR13,MURTON/2005,DAR0127-006,,,,,LA-ICP-MS,,,GL,-20.09,66.81,50.38,1.39,14.95,10.39,11.38,8.22,0.17,0.09,2.57,0.13,,,,,,,,,,,,,1.3,80,23.3,67.1,1.9,,,,2.8,8.1,1.3,7.8,2.6,1.1,3.4,0.62,4,0.86,2.4,,2.2,0.38,1.63,,,0.39,,,,,,,
1,CIRR14,MURTON/2005,DAR0127-B001,,,,,LA-ICP-MS,,,GL,-19.42,65.7,50.26,1.19,14.8,10.23,12.12,8.14,0.17,0.12,2.48,0.11,,,,,,,,,,,,,1.9,82,21.3,60.3,2.5,,,,3,8,1.2,7.3,2.4,0.8,3.3,0.62,4.2,0.86,2.5,,2.1,0.31,1.54,,,,,,,,,,
1,CIRR14,NAURET/2006,GIMNAUT-DR03-001,,,,,ICP-MS,,,GL,-19.69,65.96,50.76,1.27,15.12,9.68,11.95,7.73,0.18,0.16,2.6,0.12,,,,,,,,,,,,,1.17,118,32,80,4.2,,0.019,,3.94,10.62,1.71,8.77,3,1.11,3.97,0.74,4.87,1.08,3.14,,2.93,0.45,1.99,0.25,,0.53,0.33,0.09,0.703144,0.513022,18.426,15.521,38.226
1,CIRR14,NAURET/2006,GIMNAUT-PL11-001,,,,,ICP-MS,,,GL,-19.47,65.85,50.11,1.19,15.96,9.36,11.95,8.03,0.18,0.06,2.79,0.09,,,,,,,,,,,,,0.86,120,30,82,1.62,,0.013,,2.51,8.3,1.49,8.15,2.87,1.07,3.83,0.74,4.64,1.04,2.98,,2.89,0.42,2.05,0.11,,0.57,0.13,0.04,0.703298,0.513007,18.385,15.512,38.243
1,CIRR14,NAURET/2006,GIMNAUT-PL11-002,,,,,ICP-MS,,,GL,-19.47,65.85,50.61,1.11,15.36,9.47,12.13,8.01,0.17,0.11,2.56,0.1,,,,,,,,,,,,,1.63,102,29,72,2.71,,0.026,,2.81,8.01,1.34,7.17,2.55,0.95,3.52,0.68,4.4,0.99,2.82,,2.67,0.4,1.78,0.16,,0.53,0.21,0.06,0.703303,0.51303,18.386,15.513,38.306
1,CIRR14,NAURET/2006,GIMNAUT-DR05-001,,,,,ICP-MS,,,GL,-19.41,65.78,50.37,1.19,15.59,9.52,12.15,7.75,0.2,0.09,2.68,0.12,,,,,,,,,,,,,1.24,115,30,76,2.22,,,,2.83,8.45,1.45,7.65,2.74,1.04,3.71,0.69,4.71,1.04,3.02,,2.82,0.43,1.99,0.15,,0.51,0.18,0.05,0.703311,0.513016,18.388,15.52,38.309
1,CIRR14,NAURET/2006,GIMNAUT-DR03-002,,,,,ICP-MS,,,GL,-19.69,65.96,50.79,1.26,15.18,9.71,11.96,7.63,0.19,0.14,2.62,0.12,,,,,,,,,,,,,2.5,116,32,87,4.06,,0.033,,3.89,10.46,1.7,8.7,2.95,1.09,4.04,0.75,4.94,1.12,3.23,,2.98,0.45,2.22,0.25,,0.59,0.34,0.08,0.703319,0.513015,18.422,15.52,38.38
1,CIRR14,NAURET/2006,GIMNAUT-DR10-001,,,,,ICP-MS,,,GL,-19.95,66.27,47.95,1.08,17.66,10.14,11.37,8.27,0.15,0.07,2.92,0.08,,,,,,,,,,,,,0.66,139,25,71,1.56,,0.01,,2.23,7.05,1.25,6.64,2.37,0.94,3.12,0.6,3.95,0.88,2.58,,2.42,0.37,1.69,0.11,,0.34,0.13,0.04,0.703945,0.512908,18.703,15.572,38.738
1,CIRR14,NAURET/2006,GIMNAUT-PL11-004,,,,,ICP-MS,,,GL,-19.46,65.85,50.71,1.19,15.1,9.82,12.15,7.56,0.18,0.11,2.7,0.11,,,,,,,,,,,,,1.76,104,30,76,2.86,,0.023,,2.99,8.5,1.43,7.58,2.65,1.01,3.69,0.71,4.62,1.04,3.04,,2.87,0.44,1.97,0.18,,0.54,0.23,0.06,,,,,
1,CIRR14,NAURET/2006,GIMNAUT-PL16-004,,,,,ICP-MS,,,GL,-19.58,65.88,50.53,1.23,15.22,9.57,12.29,7.65,0.18,0.08,2.83,0.1,,,,,,,,,,,,,2.6,124,27,76,3.96,,0.031,,3.67,9.68,1.51,7.63,2.56,0.98,3.38,0.64,4.15,0.92,2.68,,2.53,0.39,1.86,0.24,,0.6,0.33,0.08,,,,,
1,CIRR14,NAURET/2006,GIMNAUT-DR01-001,,,,,ICP-MS,,,GL,-19.55,65.94,51.26,1.16,14.95,9.29,12.34,7.63,0.16,0.13,2.6,0.1,,,,,,,,,,,,,1.97,119,26,67,3.04,,0.024,,3.07,8.32,1.36,7.15,2.39,0.93,3.22,0.62,4.03,0.89,2.65,,2.51,0.37,1.78,0.2,,0.51,0.26,0.07,,,,,
1,CIRR14,Galeetal./thisstudy,ARGCIRC-104-021,,,,,ICP-MS,,,GL,-19.825,66.05,50.56,1.21,15.27,9.38,12.27,8.23,,0.06,2.46,0.11,,,5.9,40.1,,270,348,41.2,102,84,72.2,16,0.66,101,28.2,71.2,1.42,,,0.5,2.25,7.27,1.28,7.2,2.55,0.99,3.58,0.69,4.56,1.02,3.01,,2.86,0.44,1.92,0.1,,0.5,0.117,0.04,0.70316,0.51307,18.354,15.517,38.214
1,CIRR15,MURTON/2005,DAR0127-R001,,,,,LA-ICP-MS,,,GL,-19.09,65.55,49.39,1.39,16.23,9.11,11.28,7.62,0.16,0.49,3.17,0.21,,,,,,,,,,,,,10.9,195,22.3,94.3,11.3,,,,10,21.4,2.6,11.3,3,1.2,3.2,0.56,4,0.8,2.3,,2,0.3,1.85,,,,,,,,,,
1,CIRR15,NAURET/2006,GIMNAUT-PL05-005,,,,,ICP-MS,,,GL,-19.2,65.56,51.51,1.22,14.64,9.94,11.82,7.26,0.19,0.15,2.75,0.1,,,,,,,,,,,,,2.9,116,35,82,4.05,,0.036,,3.57,9.53,1.55,8.35,3.01,1.14,4.21,0.78,5.18,1.15,3.38,,3.11,0.46,2.03,0.23,,0.51,0.3,0.08,0.703098,0.513022,18.412,15.518,38.327
1,CIRR15,NAURET/2006,GIMNAUT-PL03-002,,,,,ICP-MS,,,GL,-19.2,65.56,51.01,1.22,15.22,9.11,12.14,7.35,0.18,0.2,2.94,0.12,,,,,,,,,,,,,3.57,135,30,86,5.06,,0.042,,4.5,11.37,1.78,8.88,2.9,1.08,3.87,0.73,4.69,1.02,3.03,,2.8,0.42,2.09,0.3,,0.63,0.43,0.1,0.703164,,18.489,15.532,38.471
1,CIRR15,NAURET/2006,GIMNAUT-DR11-001,,,,,ICP-MS,,,GL,-19.06,65.56,50.58,1.1,16.02,8.83,11.7,8.25,0.17,0.19,2.54,0.13,,,,,,,,,,,,,4.89,155,24,75,6.8,,0.061,,5.22,12.26,1.77,8.38,2.5,0.95,3.25,0.59,3.83,0.83,2.45,,2.26,0.33,1.99,,,0.6,0.59,0.14,0.703202,0.513076,18.463,15.528,38.453
1,CIRR15,NAURET/2006,GIMNAUT-DR06-001,,,,,ICP-MS,,,GL,-19.33,65.71,50.66,1.09,15.78,8.89,12.17,7.93,0.16,0.17,2.58,0.12,,,,,,,,,,,,,3.11,120,26,76,4.49,,0.04,,4.07,10.3,1.59,7.98,2.61,1,3.54,0.68,4.39,0.96,2.85,,2.61,0.39,1.95,0.28,,0.53,0.42,0.1,0.703214,0.513023,18.423,15.521,38.415
1,CIRR15,NAURET/2006,GIMNAUT-DR06-002,,,,,ICP-MS,,,GL,-19.33,65.71,50.23,1,16.28,8.12,12.47,8.31,0.16,0.23,2.52,0.13,,,,,,,,,,,,,4.87,155,24,76,6.69,,0.058,,5.17,11.99,1.71,8.04,2.45,0.93,3.13,0.58,3.69,0.81,2.39,,2.22,0.33,1.78,0.4,,0.71,0.57,0.13,0.703218,0.513014,18.541,15.535,38.577
1,CIRR15,NAURET/2006,GIMNAUT-PL01-005,,,,,ICP-MS,,,GL,-19.17,65.62,50.67,1,15.89,8.57,12.34,8.36,0.15,0.14,2.39,0.09,,,,,,,,,,,,,2.77,110,24,62,3.97,,0.034,,3.35,8.56,1.34,6.79,2.34,0.89,3.12,0.59,3.85,0.83,2.48,,2.34,0.35,1.61,0.23,,0.48,0.32,0.08,0.703239,0.513009,18.488,15.524,38.46
1,CIRR15,NAURET/2006,GIMNAUT-PL07-001,,,,,ICP-MS,,,GL,-19.15,65.66,49.41,0.88,16.89,8.8,12.05,8.54,0.18,0.16,2.6,0.07,,,,,,,,,,,,,2.76,103,23,54,3.5,,0.033,,3.04,7.74,1.19,6.09,2.14,0.84,2.97,0.59,3.95,0.9,2.72,,2.6,0.4,1.54,0.23,,0.48,0.32,0.08,0.703243,0.513024,18.518,15.538,38.513
1,CIRR15,NAURET/2006,GIMNAUT-PL01-001,,,,,ICP-MS,,,GL,-19.17,65.62,50.17,1.16,15.97,8.48,12.24,7.63,0.18,0.43,2.72,0.18,,,,,,,,,,,,,8.68,185,27,91,12.04,,0.103,,7.96,17.17,2.31,10.27,2.89,1.07,3.71,0.66,4.18,0.91,2.66,,2.47,0.38,2.05,0.67,,0.9,0.99,0.23,0.703278,0.513028,18.616,15.544,38.647
1,CIRR15,NAURET/2006,GIMNAUT-PL06-004,,,,,ICP-MS,,,GL,-19.17,65.54,49.59,1.13,16.08,9.57,11.26,8.95,0.17,0.11,2.68,0.11,,,,,,,,,,,,,2.26,121,29,81,3.37,,0.029,,3.36,9.34,1.55,7.98,2.71,1.04,3.67,0.7,4.52,0.99,2.94,,2.78,0.43,2,0.2,,0.57,0.26,0.07,0.70336,0.513007,18.524,15.534,38.466
1,CIRR15,NAURET/2006,GIMNAUT-PL20-002,,,,,ICP-MS,,,GL,-19.17,65.62,50.8,1.04,15.42,8.91,12.62,8.05,0.15,0.12,2.41,0.11,,,,,,,,,,,,,0.63,117,29,74,1.28,,0.012,,2.23,7.32,1.32,7.27,2.62,1.03,3.59,0.69,4.53,0.99,2.89,,2.74,0.42,1.88,0.09,,0.47,0.11,0.03,0.703417,0.513017,18.433,15.526,38.327
1,CIRR15,NAURET/2006,GIMNAUT-PL01-002,,,,,ICP-MS,,,GL,-19.17,65.62,51.07,1.07,15.2,9,12.46,7.82,0.17,0.13,2.58,0.1,,,,,,,,,,,,,2.69,120,32,78,3.58,,0.03,,3.31,9,1.49,7.58,2.65,1.01,3.64,0.68,4.44,0.98,2.86,,2.69,0.4,1.81,0.19,,0.52,0.27,0.06,,,,,
1,CIRR15,NAURET/2006,GIMNAUT-PL19-001,,,,,ICP-MS,,,GL,-19.23,65.73,50.61,1.04,15.85,8.5,12.57,8.07,0.14,0.22,2.37,0.11,,,,,,,,,,,,,2.93,125,22,65,6.04,,0.037,,4.36,10.25,1.5,7.34,2.33,0.87,3.07,0.56,3.68,0.82,2.37,,2.23,0.34,1.65,0.36,,0.63,0.41,0.12,,,,,
1,CIRR16,MURTON/2005,DAR0127-R010R,,,,,LA-ICP-MS,,,GL,-18.91,65.51,,,,,,,,,,,,,,,,,,,,,,,2.7,105,21.2,63.9,3.3,,,,3.3,7.4,1.2,7.2,2.3,0.9,2.2,0.55,3.7,0.75,2.2,,2.1,0.33,1.71,0.18,,,,,,,,,
