,Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe
2670,OIB,Oahu,Haskins_2004,samp.82,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.0476,2.32081,14.1681,10.8973,10.8743,7.20565,0.182421,0.192556,2.68565,0.233094,0.432,0.19,,,,242.0,266.0,,84.0,,106.0,,2.1,334.0,26.1,143.0,9.2,,,86.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2671,OIB,Oahu,Haskins_2004,samp.83,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,49.5001,2.30513,14.392,11.0922,11.0145,7.73722,0.180401,0.190424,2.22495,0.210468,0.4176,1.15,,,,267.0,336.0,,133.0,,116.0,,2.4,335.0,26.3,144.0,9.6,,,65.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2672,OIB,Oahu,Haskins_2004,samp.85,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,49.4568,2.14385,13.9005,10.8275,9.60288,8.39758,0.158072,0.237108,2.23277,0.187711,0.4032,2.89,,,,234.0,477.0,,210.0,,135.0,,2.8,281.0,23.4,132.0,10.7,,,114.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2673,OIB,Oahu,Haskins_2004,samp.88,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,47.926,1.76451,12.3515,10.9904,8.02851,12.7633,0.254873,0.186254,1.98997,0.166648,0.3312,3.65,,,,176.0,615.0,,436.0,,109.0,,3.0,222.0,19.0,104.0,8.2,,,108.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2674,OIB,Oahu,Haskins_2004,samp.91,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,48.9851,2.55774,13.7441,10.9968,11.1466,8.3002,0.189093,0.189093,2.08003,0.268712,0.5616,1.55,,,,278.0,395.0,,149.0,,117.0,,2.4,378.0,25.2,166.0,13.9,,,159.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2675,OIB,Oahu,Haskins_2004,samp.92,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,46.0336,1.55979,9.10208,11.2103,6.59457,20.84,0.18757,0.138209,1.56966,0.167826,0.2448,2.63,,,,174.0,995.0,,912.0,,114.0,,2.1,188.0,16.3,94.0,7.7,,,287.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2676,OIB,Oahu,Haskins_2004,samp.93,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.0335,2.34903,14.2958,10.5956,11.0193,7.17816,0.18147,0.151225,2.62124,0.241961,0.3744,0.33,,,,264.0,317.0,,101.0,,107.0,,1.9,332.0,24.7,143.0,9.7,,,119.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2677,OIB,Oahu,Haskins_2004,samp.94,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.3786,2.17715,13.7551,9.98456,10.4643,8.48786,0.17056,0.140461,2.42797,0.210692,0.3312,0.8,,,,244.0,472.0,,184.0,,114.0,,1.3,332.0,23.4,127.0,8.3,,,65.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2678,OIB,Oahu,Haskins_2004,samp.95,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.9928,2.22496,13.8431,10.4177,10.6214,8.26557,0.171151,0.201354,2.46658,0.191286,0.36,0.6,,,,247.0,439.0,,171.0,,103.0,,1.6,330.0,23.1,130.0,8.7,,,56.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2679,OIB,Oahu,Haskins_2004,samp.96,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.6671,2.04294,13.8779,9.78882,10.7078,8.31263,0.171083,0.120765,2.35491,0.211338,0.3024,0.74,,,,237.0,469.0,,165.0,,111.0,,1.2,330.0,21.8,119.0,8.1,,,68.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2680,OIB,Oahu,Haskins_2004,samp.97,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,46.4296,2.08363,11.0177,11.5144,8.80629,15.3619,0.196569,0.12777,1.3465,0.216226,0.3168,2.95,,,,222.0,831.0,,582.0,,113.0,,1.9,236.0,20.3,121.0,9.4,,,102.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2681,OIB,Oahu,Haskins_2004,samp.98,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,48.7814,2.39154,13.8089,11.0027,11.1272,8.75564,0.180116,0.160103,2.15139,0.200129,0.3744,1.44,,,,269.0,492.0,,158.0,,115.0,,1.7,304.0,24.2,136.0,10.4,,,85.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2682,OIB,Oahu,Haskins_2004,samp.100,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.2263,2.2912,13.8673,10.8033,11.446,7.72405,0.180094,0.21011,2.05107,0.240126,0.4032,0.96,,,,246.0,301.0,,137.0,,102.0,,3.4,321.0,24.7,140.0,9.7,,,61.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2683,OIB,Oahu,Haskins_2004,samp.101,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.1943,2.0264,13.8017,10.1328,11.0393,8.27698,0.171387,0.181468,2.44982,0.201632,0.3312,0.52,,,,241.0,432.0,,158.0,,92.0,,2.9,308.0,21.5,121.0,8.6,,,50.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2684,OIB,Oahu,Haskins_2004,samp.102,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.3107,2.21202,13.4539,10.6608,10.7369,8.06022,0.18181,0.222212,2.40393,0.212111,0.3744,0.54,,,,229.0,416.0,,154.0,,93.0,,3.9,310.0,23.0,129.0,9.2,,,77.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2694,OIB,Oahu,Haskins_2004,samp.101,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.4159,2.37831,14.3807,10.4706,11.0652,7.13494,0.171319,0.362794,2.38839,0.231785,0.3384,,,31.2,,264.0,245.0,,88.0,,,,5.07,336.0,24.1,134.0,9.41,,0.057,67.9,9.15,23.5,3.41,17.6,5.03,1.8,5.48,,4.96,0.97,2.38,,2.04,0.29,3.46,0.62,,1.11,0.58,0.19,,,,,,0.15
2695,OIB,Oahu,Weinstein_2004,samp.B-5A,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.92,52.5018,1.7014,13.8327,10.148,9.57415,8.40632,0.161079,0.453035,2.89943,0.281889,0.40896,0.04,,26.2,,,416.0,,154.0,,,,5.0,415.0,24.0,132.0,9.0,,,86.0,11.4,28.4,,16.5,5.0,1.71,,0.8,,,,,2.7,0.39,,,,,,,,,,,,0.15
2696,OIB,Oahu,Weinstein_2004,samp.B-14,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.92,48.5742,2.54671,13.9725,11.3766,10.6785,8.04326,0.176991,0.334317,2.78269,0.353982,0.4694400000000001,1.18,,30.4,,,360.0,,108.0,,,,10.0,582.0,25.0,174.0,14.0,,,372.0,13.6,32.6,,18.3,6.24,2.13,,0.94,,,,,2.4,0.25,,,,,,,,,,,,0.15
2699,OIB,Oahu,Weinstein_2004,samp.B-1,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.92,52.203,1.99362,13.6164,10.4864,9.94817,7.46611,0.15949,0.438596,2.70136,0.279107,0.37727999999999995,0.71,,27.4,,,327.0,,133.0,,,,5.0,378.0,23.0,137.0,9.0,,,71.0,11.1,26.2,,21.2,5.48,1.67,,0.84,,,,,2.5,0.47,,,,,,,,,,,,0.15
2701,OIB,Oahu,Weinstein_2004,samp.C-2,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.92,50.0954,2.19857,14.4564,11.2439,10.2299,7.13784,0.170666,0.47184,3.21253,0.291135,0.43488000000000004,0.49,,28.6,,,205.0,,107.0,,,,5.0,460.0,23.0,151.0,8.5,,,211.0,11.6,30.2,,16.6,5.55,1.85,,0.88,,,,,2.4,0.32,,,,,,,,,,,,0.15
3182,OIB,Oahu,Norman_2004,samp.496-12,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/DIVE496/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,51.0717,2.49399,13.7921,11.0176,11.2179,7.59215,0.0,0.350561,2.25361,0.210337,0.3888,,,33.3,,282.0,444.0,,114.0,128.0,87.0,,6.4,313.0,24.9,143.0,13.7,,0.064,73.0,10.7,27.0,3.8,19.1,5.28,1.86,5.74,,5.15,1.01,2.43,,2.01,0.28,3.64,0.9,,0.94,0.79,0.25,,,,,,0.15
3183,OIB,Oahu,Norman_2004,samp.500-1,Koolau,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVE500/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,53.5291,1.91032,14.5586,9.67223,10.0442,7.06817,0.0,0.452443,2.54374,0.221194,0.34704,,,27.9,,237.0,314.0,,117.0,115.0,85.0,,6.3,384.0,21.2,126.0,8.4,,0.066,85.0,9.7,24.1,3.4,17.2,4.66,1.67,4.86,,4.38,0.84,2.06,,1.75,0.24,3.14,0.54,,1.15,0.56,0.17,,,,,,0.15
3546,OIB,Oahu,Clague_2006,samp.272-R1,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.215,-157.8,45.1649,2.25171,12.4045,12.6156,11.1279,12.304,0.190993,0.874548,2.68396,0.381986,0.8813470000000001,,,24.3,,292.0,483.0,,304.0,84.0,107.0,19.0,20.9,516.0,20.78,111.0,30.56,,0.27,340.0,21.24,41.77,5.29,22.49,5.56,1.83,5.42,0.79,4.19,0.75,1.85,0.24,1.4,0.21,2.97,1.9,,1.32,1.77,0.47,,,,,,0.17
3547,OIB,Oahu,Clague_2006,samp.272-R6,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.215,-157.8,44.8859,2.23179,12.3499,13.0304,11.0789,12.3399,0.180144,0.810649,2.70216,0.390312,0.919538,,,22.1,,281.0,477.0,,299.0,82.0,106.0,23.0,19.6,515.0,20.41,108.0,30.85,,0.46,343.0,22.25,43.58,5.53,23.64,5.77,1.88,5.49,0.8,4.23,0.75,1.86,0.24,1.39,0.21,2.97,1.92,,1.38,1.86,0.52,,,,,,0.17
3548,OIB,Oahu,Clague_2006,samp.272-R7,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.215,-157.8,45.3313,2.27912,12.5402,12.1687,11.255,12.2791,0.190763,0.903614,2.6506,0.401606,0.923969,,,25.3,,284.0,474.0,,299.0,81.0,106.0,16.0,22.2,540.0,21.81,115.0,32.28,,0.29,359.0,22.44,43.79,5.56,23.51,5.73,1.9,5.59,0.81,4.31,0.76,1.9,0.25,1.45,0.21,3.02,1.93,,1.37,1.89,0.5,0.703451,0.513075,18.242,15.541,38.001,0.17
3549,OIB,Oahu,Clague_2006,samp.272-R9,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.215,-157.8,45.634,1.99416,12.7304,12.2067,11.4513,11.7132,0.191359,0.765435,2.86031,0.453218,1.08454,,,24.8,,259.0,439.0,,286.0,83.0,107.0,18.0,17.9,609.0,22.41,106.0,31.62,,0.26,374.0,26.89,51.4,6.38,26.72,6.3,2.06,5.99,0.85,4.48,0.8,1.96,0.26,1.5,0.22,2.76,1.76,,1.79,2.32,0.62,0.703378,0.513075,18.021,15.349,37.509,0.17
3550,OIB,Oahu,Clague_2006,samp.272-R11,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.215,-157.8,45.6075,1.96454,12.7947,12.0391,11.1626,12.3212,0.191416,0.705219,2.7705,0.44328,1.037698,,,24.0,,270.0,449.0,,304.0,83.0,104.0,18.0,16.4,589.0,22.19,105.0,30.67,,0.23,344.0,25.65,49.18,6.15,25.72,6.11,2.0,5.83,0.83,4.4,0.79,1.94,0.25,1.49,0.22,2.73,1.69,,1.7,2.19,0.58,,,,,,0.17
3551,OIB,Oahu,Clague_2006,samp.273-R1,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.21,-157.735,46.6787,1.89645,13.516,11.9908,10.4555,11.6998,0.180614,0.642183,2.65904,0.280955,0.5785620000000001,,,24.3,,265.0,438.0,,293.0,79.0,100.0,18.0,15.7,427.0,19.02,84.0,19.76,,0.18,254.0,13.18,27.42,3.65,16.3,4.31,1.47,4.42,0.66,3.66,0.68,1.74,0.24,1.4,0.22,2.36,1.24,,0.9,0.99,0.32,0.703467,0.51307,18.116,15.462,37.759,0.17
3552,OIB,Oahu,Clague_2006,samp.273-R5,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.21,-157.735,46.4669,1.94447,13.6514,12.1479,10.855,11.2759,0.170392,0.651498,2.53583,0.300692,0.594176,,,26.0,,274.0,414.0,,277.0,73.0,101.0,23.0,12.1,476.0,19.6,87.0,20.45,,0.16,265.0,13.64,28.16,3.75,16.66,4.41,1.51,4.59,0.68,3.75,0.71,1.8,0.24,1.45,0.22,2.45,1.27,,0.92,1.02,0.3,,,,,,0.17
3553,OIB,Oahu,Clague_2006,samp.273-R6,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.21,-157.735,46.2879,1.86354,13.4956,12.0729,10.6502,12.0028,0.180343,0.631199,2.53482,0.280533,0.555141,,,26.5,,263.0,454.0,,303.0,83.0,107.0,21.0,12.3,442.0,19.3,84.0,19.63,,0.17,248.0,12.66,26.31,3.51,15.55,4.13,1.41,4.29,0.65,3.54,0.67,1.72,0.23,1.4,0.22,2.29,1.21,,0.87,0.94,0.34,,,,,,0.17
3554,OIB,Oahu,Clague_2006,samp.273-R9,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.21,-157.735,44.1443,2.20161,12.5471,12.8325,11.2731,12.9039,0.203853,0.550403,2.81317,0.530017,1.1448859999999998,,,26.7,,267.0,458.0,,259.0,71.0,114.0,18.0,12.2,768.0,23.98,120.0,34.5,,0.15,418.0,28.11,54.26,6.78,28.39,6.73,2.21,6.36,0.9,4.65,0.81,1.98,0.25,1.46,0.22,2.97,1.87,,2.07,2.49,0.6,,,,,,0.17
3555,OIB,Oahu,Clague_2006,samp.273-R12,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.21,-157.735,43.51,2.21811,12.6823,13.1855,11.2549,13.0828,0.205381,0.523722,2.79318,0.54426,1.1522709999999998,,,25.1,,260.0,455.0,,254.0,82.0,116.0,17.0,12.3,768.0,23.98,119.0,34.77,,0.15,430.0,28.52,54.61,6.85,28.46,6.72,2.19,6.36,0.89,4.64,0.81,1.95,0.25,1.43,0.21,2.95,1.86,,2.1,2.5,0.63,0.703426,0.513067,18.094,15.431,37.708,0.17
3556,OIB,Oahu,Clague_2006,samp.298-R2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.535,-157.665,41.0841,3.16032,11.0211,13.7414,12.1212,12.7913,0.180018,1.35014,3.66037,0.890089,2.090588,,,22.2,,340.0,523.0,,293.0,72.0,132.0,22.0,30.2,937.0,26.09,226.0,71.83,,0.39,738.0,51.41,99.08,12.35,51.2,11.46,3.5,9.69,1.23,5.78,0.89,1.96,0.23,1.27,0.18,5.24,4.03,,2.88,4.31,0.74,,,,,,0.17
3557,OIB,Oahu,Clague_2006,samp.298-R6,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.535,-157.665,40.8922,3.09774,10.807,14.1053,11.9398,12.9323,0.190476,1.30326,3.85965,0.87218,2.067378,,,24.7,,303.0,539.0,,307.0,78.0,131.0,22.0,29.8,1031.0,26.16,229.0,70.95,,0.3,738.0,50.88,97.98,12.21,50.25,11.17,3.41,9.48,1.21,5.66,0.88,1.94,0.23,1.28,0.18,5.18,3.87,,3.05,4.23,0.98,,,,,,0.17
3558,OIB,Oahu,Clague_2006,samp.298-R7,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.535,-157.665,41.253,3.13251,10.8987,13.8311,12.0096,12.6601,0.20016,1.41113,3.72298,0.880705,2.065268,,,23.7,,323.0,535.0,,291.0,74.0,130.0,20.0,32.9,1062.0,26.22,228.0,71.93,,0.46,720.0,50.79,97.88,12.2,50.28,11.18,3.45,9.52,1.21,5.66,0.89,1.95,0.23,1.27,0.18,5.21,3.96,,3.16,4.25,1.04,,,,,,0.17
3559,OIB,Oahu,Clague_2006,samp.298-R8,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.535,-157.665,40.979,3.15684,11.0589,13.8961,12.1379,12.2777,0.18981,1.52847,3.88611,0.889111,2.111477,,,24.2,,318.0,522.0,,268.0,63.0,129.0,21.0,33.9,1101.0,26.9,233.0,66.6,,0.41,810.0,51.9,100.07,12.5,51.47,11.48,3.47,9.61,1.22,5.8,0.92,1.98,0.23,1.3,0.19,5.28,3.63,,2.77,4.33,1.01,,,,,,0.17
3560,OIB,Oahu,Clague_2006,samp.298-R16,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.535,-157.665,41.2347,3.15189,11.0466,13.5081,12.1273,12.5675,0.190114,1.59095,3.68221,0.90054,2.139329,,,24.7,,320.0,516.0,,282.0,79.0,138.0,21.0,41.0,985.0,27.56,239.0,74.09,,0.54,818.0,52.44,101.39,12.59,51.79,11.48,3.52,9.75,1.24,5.85,0.92,2.03,0.24,1.31,0.19,5.39,4.03,,2.84,4.37,0.98,0.703633,0.513002,18.002,15.419,37.652,0.17
3561,OIB,Oahu,Clague_2006,samp.298-R18,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.3,0.2,Stratigraphic,21.535,-157.665,40.6105,3.18356,10.9913,14.1447,12.301,12.7242,0.191416,1.29962,3.63691,0.916784,2.0979730000000005,,,19.0,,325.0,521.0,,288.0,74.0,131.0,22.0,29.4,962.0,25.63,219.0,66.45,,0.26,720.0,51.53,99.43,12.44,51.08,11.45,3.48,9.78,1.24,5.9,0.91,1.97,0.24,1.28,0.18,5.21,4.03,,2.9,4.34,0.66,0.703624,0.513041,18.02,15.432,37.695,0.17
3949,OIB,Oahu,Fekiacova_2007,samp.MKMN,Koolau,Rejuvenated,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.4,0.4,Stratigraphic,21.4728,-157.724,41.9957,2.96248,11.1348,13.7694,10.9918,11.9419,0.214524,1.43833,4.7604,0.923476,2.54888,-0.13,,,,,,,,,,,30.81,1274.06,25.98,198.49,65.38,,0.45,891.55,61.54,120.8,14.65,59.71,11.93,3.78,10.12,1.29,6.38,1.01,2.31,0.28,1.68,0.23,4.77,3.61,,6.16,7.49,2.05,,,,,,0.17
3950,OIB,Oahu,Fekiacova_2007,samp.MKL,Koolau,Rejuvenated,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.4,0.4,Stratigraphic,21.4344,-157.723,37.7903,2.46151,10.9356,13.3981,12.7111,13.7603,0.262292,1.26405,5.13488,1.3841,3.013291,0.89,,,,,,,,,,,28.78,1462.33,29.79,158.49,60.87,,0.44,772.09,72.83,142.81,17.14,68.23,13.34,4.16,11.05,1.39,6.9,1.11,2.58,0.31,1.84,0.26,3.48,2.65,,8.51,8.67,2.5,,,,,,0.17
3951,OIB,Oahu,Fekiacova_2007,samp.HV02-3,Koolau,Rejuvenated,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.4,0.4,Stratigraphic,21.4308,-157.808,41.8045,2.92898,11.081,14.1911,11.5418,13.2009,0.215065,1.20027,3.38983,0.671822,1.6114070000000003,-0.22,,,,,,,,,,,34.07,848.13,22.07,173.85,50.32,,0.5,569.49,38.15,76.37,9.27,38.33,8.13,2.67,7.42,0.98,5.09,0.83,1.97,0.23,1.39,0.19,4.34,2.91,,3.76,4.31,1.3,,,,,,0.17
3952,OIB,Oahu,Fekiacova_2007,samp.HV02-4B,Koolau,Rejuvenated,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.4,0.4,Stratigraphic,21.3742,-157.791,44.6176,2.37947,12.8062,13.3517,10.3349,11.0906,0.204246,1.19075,3.75813,0.57291,1.3284559999999999,-0.3,,,,,,,,,,,36.16,750.63,21.12,148.9,40.8,,0.45,514.44,31.3,62.96,7.58,31.25,6.67,2.24,6.28,0.86,4.62,0.79,1.93,0.24,1.5,0.21,3.64,2.34,,3.11,3.37,1.03,,,,,,0.17
3953,OIB,Oahu,Fekiacova_2007,samp.HV02-5,Koolau,Rejuvenated,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.4,0.4,Stratigraphic,21.3539,-157.761,42.3573,3.00436,12.2627,14.2154,10.8627,11.7006,0.204378,0.990211,3.84231,0.682622,1.6736519999999997,-0.12,,,,,,,,,,,29.67,910.36,22.41,175.49,49.98,,0.44,624.79,39.01,79.32,9.72,40.26,8.51,2.78,7.72,1.01,5.15,0.84,1.97,0.23,1.36,0.18,4.35,2.81,,3.47,4.19,1.2,,,,,,0.17
